trip_distance(km),quantity(kWh),tire_type,city,motor_way,country_roads,driving_style,consumption(kWh/100km),A/C,park_heating,avg_speed(km/h),ecr_deviation
12,1.58,Winter tires,1,0,1,Moderate,13.2,0,0,48.0,-3.6
16,2.4,Winter tires,1,0,1,Moderate,15.0,0,0,39.0,-1.8
42,5.25,Winter tires,1,0,1,Moderate,12.5,0,0,42.0,-4.3
3,0.57,Winter tires,1,0,1,Moderate,19.2,0,0,29.0,2.4
3,0.49,Winter tires,1,0,1,Moderate,16.4,0,0,33.0,-0.4
15,2.19,Winter tires,1,0,1,Moderate,14.6,0,0,29.0,-2.2
21,3.13,Winter tires,1,0,1,Moderate,14.9,0,0,49.0,-1.9
18,2.3,Winter tires,1,0,1,Moderate,12.8,0,0,43.0,-4.0
36,4.64,Winter tires,1,0,1,Moderate,12.9,0,0,35.0,-3.9
13,1.83,Winter tires,1,0,1,Moderate,14.1,0,0,44.0,-2.7
28,3.8,Winter tires,1,0,1,Moderate,13.6,0,0,39.0,-3.2
3,0.48,Winter tires,1,0,1,Moderate,16.1,0,0,28.0,-0.7
48,6.04,Winter tires,1,0,1,Moderate,12.6,0,0,53.0,-4.2
22,2.9,Winter tires,1,0,1,Moderate,13.2,0,0,45.0,-3.6
595,79.73,Winter tires,0,1,0,Moderate,13.4,0,0,67.0,-3.4
4,0.57,Winter tires,1,0,0,Normal,14.3,0,0,26.0,-2.5
4,0.66,Winter tires,1,0,0,Normal,16.7,0,0,16.0,-0.1
8,1.19,Winter tires,1,0,0,Normal,14.9,0,0,26.0,-1.9
56,8.73,Winter tires,0,1,1,Normal,15.2,0,0,48.0,-1.6
1,0.1,Winter tires,1,0,0,Normal,11.7,0,0,16.0,-5.1
40,5.28,Winter tires,0,1,1,Fast,13.2,0,0,64.0,-3.6
52,7.74,Winter tires,0,1,1,Normal,14.9,0,0,53.0,-1.9
19,2.1,Winter tires,1,1,1,Normal,11.1,0,0,44.0,-5.7
20,4.0,Winter tires,1,1,1,Normal,20.0,0,0,47.0,3.2
20,1.88,Winter tires,1,1,1,Normal,9.4,0,0,44.0,-7.4
20,3.96,Winter tires,1,1,1,Normal,19.8,0,0,39.0,3.0
19,2.24,Winter tires,1,1,1,Normal,11.8,0,0,49.0,-5.0
20,4.34,Winter tires,1,1,1,Normal,21.7,0,0,37.0,4.9
2,0.33,Winter tires,1,0,0,Normal,16.8,0,0,26.0,0.0
22,2.37,Winter tires,1,1,1,Normal,10.8,0,0,45.0,-6.0
20,3.92,Winter tires,1,1,1,Normal,19.6,0,0,48.0,2.8
83,11.7,Winter tires,0,0,1,Moderate,14.1,0,0,41.0,-2.7
20,2.0,Winter tires,1,1,1,Moderate,10.0,0,0,46.0,-6.8
20,4.16,Winter tires,1,1,1,Normal,20.8,0,0,42.0,4.0
49,6.95,Winter tires,0,1,0,Normal,14.2,0,0,57.0,-2.6
23,2.25,Winter tires,1,1,0,Moderate,9.8,0,0,42.0,-7.0
3,0.47,Winter tires,1,0,0,Moderate,15.7,0,0,26.0,-1.1
23,2.32,Winter tires,1,1,1,Moderate,10.1,0,0,39.0,-6.7
20,3.88,Winter tires,1,1,1,Moderate,19.4,0,0,46.0,2.6
36,3.88,Winter tires,0,1,1,Moderate,10.8,0,0,37.0,-6.0
20,3.88,Winter tires,1,1,1,Moderate,19.4,0,0,48.0,2.6
20,1.9,Winter tires,1,1,1,Moderate,9.5,0,0,51.0,-7.3
20,3.92,Winter tires,1,1,1,Moderate,19.6,0,0,45.0,2.8
20,2.32,Winter tires,1,1,1,Normal,11.6,0,0,48.0,-5.2
20,4.2,Winter tires,1,1,1,Fast,21.0,0,0,47.0,4.2
4,0.54,Winter tires,1,0,0,Normal,13.6,0,0,27.0,-3.2
4,0.7,Winter tires,1,0,0,Normal,17.6,0,0,23.0,0.8
20,1.86,Winter tires,1,1,1,Moderate,9.3,0,0,51.0,-7.5
20,3.86,Winter tires,1,1,1,Moderate,19.3,0,0,46.0,2.5
3,0.51,Winter tires,1,0,0,Normal,17.1,0,0,18.0,0.3
33,4.59,Winter tires,0,1,1,Moderate,13.9,0,0,47.0,-2.9
33,5.14,Winter tires,0,1,1,Normal,15.6,0,0,53.0,-1.2
20,1.82,Winter tires,1,1,1,Moderate,9.1,0,0,45.0,-7.7
20,3.88,Winter tires,1,1,1,Moderate,19.4,0,0,46.0,2.6
20,2.02,Winter tires,1,1,1,Normal,10.1,0,0,46.0,-6.7
20,4.02,Winter tires,1,1,1,Normal,20.1,0,0,48.0,3.3
20,2.08,Winter tires,1,1,1,Normal,10.4,0,0,45.0,-6.4
20,4.3,Winter tires,1,1,1,Normal,21.5,0,0,49.0,4.7
22,2.31,Winter tires,1,1,1,Moderate,10.5,0,0,42.0,-6.3
20,3.76,Winter tires,1,1,1,Moderate,18.8,0,0,49.0,2.0
7,1.09,Winter tires,1,0,0,Moderate,15.7,0,0,29.0,-1.1
43,5.16,Winter tires,1,1,1,Moderate,12.0,0,0,47.0,-4.8
20,4.1,Winter tires,1,1,1,Normal,20.5,0,0,51.0,3.7
7,0.56,Winter tires,1,0,1,Moderate,8.0,0,0,30.0,-8.8
21,3.19,Winter tires,1,0,1,Moderate,15.2,0,0,32.0,-1.6
8,0.61,Winter tires,1,0,0,Moderate,7.6,0,0,25.0,-9.2
8,1.4,Winter tires,1,0,1,Moderate,17.5,0,0,30.0,0.7
8,0.65,Winter tires,1,0,1,Moderate,8.2,0,0,29.0,-8.6
28,3.33,Winter tires,0,1,1,Moderate,11.9,0,0,39.0,-4.9
20,3.92,Winter tires,0,1,1,Moderate,19.6,0,0,49.0,2.8
27,3.24,Winter tires,0,1,1,Normal,12.0,0,0,43.0,-4.8
20,4.18,Winter tires,1,1,1,Normal,20.9,0,0,48.0,4.1
20,2.04,Winter tires,1,1,1,Moderate,10.2,0,0,43.0,-6.6
20,3.82,Winter tires,1,1,1,Moderate,19.1,0,0,50.0,2.3
7,1.16,Winter tires,1,0,0,Normal,16.6,0,1,13.0,-0.2
2,0.27,Winter tires,1,0,0,Normal,13.7,0,0,21.0,-3.1
20,2.0,Winter tires,1,1,1,Normal,10.0,0,0,49.0,-6.8
20,4.3,Winter tires,1,1,1,Normal,21.5,0,0,44.0,4.7
20,1.74,Winter tires,1,1,1,Normal,8.7,0,0,49.0,-8.1
20,4.32,Winter tires,1,1,1,Normal,21.6,0,0,47.0,4.8
85,12.83,Winter tires,0,1,0,Moderate,15.1,0,0,48.0,-1.7
186,28.64,Winter tires,0,1,0,Moderate,15.4,0,0,57.0,-1.4
274,41.1,Winter tires,0,1,1,Moderate,15.0,0,0,54.0,-1.8
33,2.94,Winter tires,1,0,1,Moderate,8.9,0,0,45.0,-7.9
36,3.88,Winter tires,1,0,1,Moderate,10.8,0,0,37.0,-6.0
20,3.86,Winter tires,1,1,1,Moderate,19.3,0,0,49.0,2.5
20,2.04,Winter tires,1,1,1,Moderate,10.2,0,0,38.0,-6.6
20,3.8,Winter tires,1,1,1,Moderate,19.0,0,0,44.0,2.2
19,1.63,Winter tires,1,1,1,Moderate,8.6,0,0,51.0,-8.2
20,3.86,Winter tires,1,1,1,Moderate,19.3,0,0,47.0,2.5
8,1.19,Winter tires,1,0,0,Moderate,14.9,0,0,20.0,-1.9
22,1.98,Winter tires,1,1,1,Moderate,9.0,0,0,41.0,-7.8
20,3.88,Winter tires,1,1,1,Moderate,19.4,0,0,41.0,2.6
20,1.78,Winter tires,1,1,1,Moderate,8.9,0,0,41.0,-7.9
20,3.82,Winter tires,1,1,1,Moderate,19.1,0,0,49.0,2.3
3,0.47,Winter tires,1,0,0,Moderate,15.9,0,0,25.0,-0.9
3,0.26,Winter tires,1,0,0,Moderate,13.0,0,0,24.78333333333333,-3.8
21,2.98,Winter tires,1,1,0,Moderate,14.2,0,0,32.0,-2.6
33,4.68,Winter tires,1,0,1,Moderate,14.2,0,0,35.0,-2.6
20,1.82,Winter tires,1,1,1,Moderate,9.1,0,0,54.0,-7.7
20,3.92,Winter tires,1,1,1,Moderate,19.6,0,0,47.0,2.8
20,3.82,Winter tires,1,1,1,Moderate,19.1,0,0,47.0,2.3
20,1.94,Winter tires,1,1,1,Moderate,9.7,0,0,41.0,-7.1
20,1.9,Winter tires,1,1,1,Moderate,9.5,0,0,49.0,-7.3
19,3.66,Winter tires,1,1,1,Moderate,19.3,0,0,45.0,2.5
7,1.14,Winter tires,1,0,0,Moderate,16.4,0,0,19.0,-0.4
22,2.24,Winter tires,1,1,1,Moderate,10.2,0,0,46.0,-6.6
20,4.46,Winter tires,1,1,1,Moderate,22.3,0,1,47.0,5.5
19,2.56,Winter tires,1,1,1,Moderate,13.5,0,1,46.0,-3.3
20,3.96,Winter tires,1,1,1,Moderate,19.8,0,0,46.0,3.0
4,0.58,Winter tires,1,0,0,Moderate,14.7,0,0,29.0,-2.1
4,0.6,Winter tires,1,0,0,Moderate,15.0,0,0,25.0,-1.8
2,0.37,Winter tires,1,0,0,Moderate,18.5,0,0,26.0,1.7
20,4.16,Winter tires,1,1,1,Moderate,20.8,0,1,47.0,4.0
36,4.42,Winter tires,1,0,1,Moderate,12.3,0,1,35.0,-4.5
20,3.94,Winter tires,1,1,1,Moderate,19.7,0,0,48.0,2.9
20,1.86,Winter tires,1,1,1,Moderate,9.3,0,0,44.0,-7.5
20,3.76,Winter tires,1,1,1,Moderate,18.8,0,0,46.0,2.0
2,0.35,Winter tires,1,0,0,Moderate,17.5,0,0,22.0,0.7
22,2.26,Winter tires,1,1,1,Moderate,10.3,0,0,33.0,-6.5
20,3.92,Winter tires,1,1,1,Moderate,19.6,0,0,45.0,2.8
30,3.57,Winter tires,1,0,1,Moderate,11.9,0,0,30.0,-4.9
20,3.78,Winter tires,1,1,1,Moderate,18.9,0,0,45.0,2.1
70,10.08,Winter tires,1,1,1,Moderate,14.4,0,0,53.0,-2.4
20,1.96,Winter tires,1,1,1,Moderate,9.8,0,0,42.0,-7.0
20,3.78,Winter tires,1,1,1,Moderate,18.9,0,0,47.0,2.1
20,2.14,Winter tires,1,1,1,Moderate,10.7,0,0,41.0,-6.1
20,3.84,Winter tires,1,1,1,Moderate,19.2,0,0,50.0,2.4
36,3.85,Winter tires,1,0,1,Moderate,10.7,0,0,37.0,-6.1
20,3.62,Winter tires,1,1,1,Moderate,18.1,0,0,49.0,1.3
2,0.37,Winter tires,1,0,0,Normal,18.9,0,0,23.0,2.1
22,2.15,Winter tires,1,1,1,Normal,9.8,1,0,44.0,-7.0
20,3.74,Winter tires,1,1,1,Normal,18.7,1,0,47.0,1.9
20,2.04,Winter tires,1,1,1,Normal,10.2,1,0,48.0,-6.6
20,4.04,Winter tires,1,1,1,Normal,20.2,1,0,50.0,3.4
49,7.15,Winter tires,1,1,1,Normal,14.6,1,0,41.0,-2.2
36,5.07,Winter tires,0,1,0,Normal,14.1,0,0,58.0,-2.7
36,5.18,Winter tires,0,1,0,Normal,14.4,0,0,63.0,-2.4
8,1.51,Winter tires,1,0,0,Normal,18.9,1,1,35.0,2.1
34,6.05,Winter tires,1,1,0,Fast,17.8,0,0,47.0,1.0
43,6.23,Winter tires,1,1,0,Normal,14.5,0,0,55.0,-2.3
19,3.06,Winter tires,1,1,0,Fast,16.1,0,0,45.0,-0.7
23,2.94,Winter tires,1,1,0,Normal,12.8,0,0,42.0,-4.0
30,3.63,Winter tires,1,0,1,Normal,12.1,0,0,32.0,-4.7
30,3.75,Winter tires,1,0,1,Normal,12.5,0,0,33.0,-4.3
41,5.9,Winter tires,1,1,0,Normal,14.4,0,0,49.0,-2.4
32,5.34,Winter tires,1,1,0,Fast,16.7,0,1,57.0,-0.1
3,0.52,Winter tires,1,0,0,Normal,17.6,0,0,27.0,0.8
14,1.88,Winter tires,1,0,0,Normal,13.4,0,0,24.0,-3.4
23,3.4,Winter tires,1,1,0,Normal,14.8,0,0,42.0,-2.0
2,0.36,Winter tires,1,0,0,Normal,18.3,0,0,19.0,1.5
2,0.25,Winter tires,1,0,0,Normal,12.5,0,0,23.0,-4.3
6,0.95,Winter tires,1,0,0,Normal,15.9,0,1,22.0,-0.9
4,0.5,Winter tires,1,0,0,Normal,12.6,0,0,30.0,-4.2
35,4.62,Winter tires,1,0,1,Moderate,13.2,0,0,33.0,-3.6
11,1.54,Winter tires,1,0,0,Moderate,14.0,0,0,15.0,-2.8
5,0.68,Winter tires,1,0,0,Normal,13.8,0,0,30.0,-3.0
8,0.87,Winter tires,1,0,0,Normal,10.9,0,0,26.0,-5.9
20,1.9,Winter tires,1,1,1,Normal,9.5,0,0,28.0,-7.3
20,3.66,Winter tires,1,1,1,Normal,18.3,0,0,48.0,1.5
20,1.62,Winter tires,1,1,1,Moderate,8.1,0,0,39.0,-8.7
20,3.76,Winter tires,1,1,1,Moderate,18.8,0,1,45.0,2.0
20,1.64,Winter tires,1,1,1,Moderate,8.2,0,0,41.0,-8.6
20,3.56,Winter tires,1,1,1,Moderate,17.8,0,0,44.0,1.0
8,1.1,Winter tires,1,0,0,Normal,13.8,0,0,43.0,-3.0
38,3.88,Winter tires,1,0,1,Normal,10.2,0,1,35.0,-6.6
20,3.64,Winter tires,1,1,1,Normal,18.2,0,0,44.0,1.4
20,2.14,Winter tires,1,1,1,Normal,10.7,0,0,38.0,-6.1
20,3.74,Winter tires,1,1,1,Normal,18.7,0,0,46.0,1.9
12,1.65,Winter tires,1,0,0,Normal,13.8,0,0,22.0,-3.0
6,0.93,Winter tires,1,0,0,Normal,15.6,0,0,24.0,-1.2
3,0.49,Winter tires,1,0,0,Fast,16.6,0,1,23.0,-0.2
45,5.89,Winter tires,1,0,1,Moderate,13.1,0,0,27.0,-3.7
44,5.85,Winter tires,1,0,1,Moderate,13.3,0,0,28.0,-3.5
36,3.96,Winter tires,1,0,1,Fast,11.0,0,1,33.0,-5.8
20,4.02,Winter tires,1,1,1,Fast,20.1,0,1,44.0,3.3
20,2.0,Winter tires,1,1,1,Fast,10.0,0,1,39.0,-6.8
20,3.8,Winter tires,1,1,1,Normal,19.0,0,1,47.0,2.2
20,1.86,Winter tires,1,1,1,Normal,9.3,0,0,47.0,-7.5
2,0.35,Winter tires,1,0,0,Normal,17.8,0,0,20.0,1.0
2,0.21,Winter tires,1,0,0,Normal,10.7,0,0,22.0,-6.1
20,1.76,Winter tires,1,1,1,Normal,8.8,0,0,36.0,-8.0
20,3.72,Winter tires,1,1,1,Normal,18.6,0,0,48.0,1.8
454,71.27,Winter tires,0,1,0,Moderate,76.0,0,0,76.0,59.2
118,18.64,Winter tires,0,0,1,Moderate,18.64,0,0,60.0,1.84
551,76.58,Winter tires,0,1,0,Moderate,13.9,0,0,70.0,-2.9
5,0.82,Winter tires,1,0,0,Normal,16.4,0,1,19.0,-0.4
2,0.33,Winter tires,1,0,0,Normal,16.6,0,0,12.0,-0.2
19,1.84,Winter tires,1,1,1,Normal,9.7,0,0,37.0,-7.1
20,3.76,Winter tires,1,1,1,Normal,18.8,0,0,42.0,2.0
20,3.64,Winter tires,1,1,1,Normal,18.2,0,0,42.0,1.4
22,2.13,Winter tires,1,1,1,Normal,9.7,0,0,37.0,-7.1
20,3.68,Winter tires,1,1,1,Normal,18.4,0,0,45.0,1.6
24,2.68,Winter tires,1,0,1,Normal,11.2,0,0,30.0,-5.6
20,3.7,Winter tires,1,1,1,Normal,18.5,0,0,43.0,1.7
51,7.03,Winter tires,1,1,1,Normal,13.8,0,0,33.0,-3.0
20,4.0,Winter tires,1,1,1,Normal,20.0,0,1,45.0,3.2
11,1.55,Winter tires,1,0,0,Normal,14.1,0,0,31.0,-2.7
20,1.92,Winter tires,1,1,1,Normal,9.6,0,0,41.0,-7.2
19,3.57,Winter tires,1,1,1,Normal,18.8,0,0,53.0,2.0
29,4.49,Winter tires,1,0,1,Normal,15.5,0,1,39.0,-1.3
10,1.73,Winter tires,1,0,0,Normal,17.3,0,0,25.0,0.5
20,3.76,Winter tires,1,1,1,Fast,18.8,0,0,51.0,2.0
20,2.1,Winter tires,1,1,1,Normal,10.5,0,1,43.0,-6.3
20,3.86,Winter tires,1,1,1,Fast,19.3,0,0,50.0,2.5
22,3.08,Winter tires,1,1,1,Normal,14.0,0,1,37.0,-2.8
2,0.37,Winter tires,1,0,0,Normal,18.7,0,0,23.0,1.9
20,3.86,Winter tires,1,1,1,Normal,19.3,0,1,46.0,2.5
19,2.22,Winter tires,1,1,1,Fast,11.7,0,0,50.0,-5.1
20,3.74,Winter tires,1,1,1,Fast,18.7,0,0,53.0,1.9
20,4.06,Winter tires,1,1,1,Fast,20.6,0,1,57.0,3.8
19,2.01,Winter tires,1,1,1,Fast,10.6,0,1,50.0,-6.2
20,1.82,Winter tires,1,1,1,Fast,9.1,0,1,51.0,-7.7
20,4.08,Winter tires,1,1,1,Fast,20.4,0,1,50.0,3.6
20,2.24,Winter tires,1,1,1,Normal,11.2,0,1,34.0,-5.6
20,3.7,Winter tires,1,1,1,Normal,18.5,0,0,43.0,1.7
36,3.6,Winter tires,1,0,1,Moderate,10.0,0,0,35.0,-6.8
20,3.48,Winter tires,1,1,1,Moderate,17.4,0,0,51.0,0.6
22,2.09,Winter tires,1,0,1,Normal,9.5,0,1,35.0,-7.3
20,3.96,Winter tires,1,1,1,Normal,19.8,0,1,38.0,3.0
20,2.26,Winter tires,1,1,1,Normal,11.3,0,1,41.0,-5.5
20,3.9,Winter tires,1,1,1,Normal,19.5,0,1,41.0,2.7
6,0.87,Winter tires,1,0,1,Moderate,14.6,0,1,22.0,-2.2
36,5.29,Winter tires,1,1,1,Moderate,14.7,0,1,25.0,-2.1
2,0.3,Winter tires,1,0,0,Normal,15.4,0,0,20.0,-1.4
8,1.09,Winter tires,1,0,1,Normal,13.7,0,1,27.0,-3.1
20,3.66,Winter tires,1,1,1,Normal,18.3,0,1,46.0,1.5
20,1.84,Winter tires,1,1,1,Normal,9.2,0,1,37.0,-7.6
20,3.64,Winter tires,1,1,1,Normal,18.2,0,1,42.0,1.4
20,1.74,Winter tires,1,1,1,Normal,8.7,0,1,40.0,-8.1
20,3.78,Winter tires,1,1,1,Normal,18.9,0,1,40.0,2.1
40,4.2,Winter tires,1,1,1,Normal,10.4,0,1,34.0,-6.4
2,0.31,Winter tires,1,1,1,Normal,15.9,0,1,22.0,-0.9
20,3.78,Winter tires,1,1,1,Normal,18.9,0,1,45.0,2.1
20,1.78,Winter tires,1,1,1,Normal,8.9,0,1,42.0,-7.9
22,4.04,Winter tires,1,1,1,Normal,18.4,0,1,35.0,1.6
2,0.37,Winter tires,1,0,0,Normal,18.8,0,0,16.0,2.0
2,0.21,Winter tires,1,0,0,Moderate,10.9,0,0,17.0,-5.9
8,1.07,Winter tires,1,0,0,Fast,13.4,0,0,28.0,-3.4
34,3.4,Winter tires,1,0,1,Fast,10.0,0,1,28.0,-6.8
8,1.07,Winter tires,1,0,0,Moderate,13.4,0,1,30.0,-3.4
2,0.24,Winter tires,1,0,0,Moderate,12.12,0,0,28.0,-4.68
20,4.48,Winter tires,1,1,1,Fast,22.4,0,1,51.0,5.6
20,1.74,Winter tires,1,1,1,Moderate,8.7,0,1,32.0,-8.1
20,4.0,Winter tires,1,1,1,Normal,20.0,0,1,48.0,3.2
34,3.23,Winter tires,1,0,1,Normal,9.5,0,1,29.0,-7.3
20,4.0,Winter tires,1,1,1,Fast,20.0,0,1,50.0,3.2
8,0.94,Winter tires,1,0,1,Moderate,11.8,0,1,22.0,-5.0
1,0.13,Winter tires,1,0,0,Moderate,13.6,0,0,17.0,-3.2
9,1.27,Winter tires,1,0,1,Moderate,14.1,0,1,18.0,-2.7
20,1.68,Winter tires,1,1,1,Moderate,8.4,0,1,48.0,-8.4
20,3.48,Winter tires,1,1,1,Moderate,17.4,0,1,41.0,0.6
7,0.86,Winter tires,1,0,0,Moderate,12.3,0,1,30.0,-4.5
20,1.72,Winter tires,1,1,1,Moderate,8.6,0,1,33.0,-8.2
20,3.74,Winter tires,1,1,1,Moderate,18.7,0,1,43.0,1.9
2,0.35,Winter tires,1,0,0,Moderate,17.5,0,1,21.0,0.7
36,3.92,Winter tires,1,0,1,Moderate,10.9,0,1,22.0,-5.9
20,3.74,Winter tires,1,1,1,Moderate,18.7,0,1,43.0,1.9
20,1.48,Winter tires,1,1,1,Moderate,7.4,0,0,43.0,-9.4
20,3.62,Winter tires,1,1,1,Moderate,18.1,0,1,43.0,1.3
30,3.54,Winter tires,1,0,0,Normal,11.8,0,1,33.0,-5.0
95,14.06,Winter tires,0,1,0,Normal,14.8,0,1,53.0,-2.0
20,2.8,Winter tires,1,0,1,Normal,14.0,0,1,32.0,-2.8
35,3.46,Winter tires,1,1,1,Moderate,9.9,0,1,28.0,-6.9
1,0.14,Winter tires,1,0,0,Moderate,14.0,0,0,15.0,-2.8
20,3.82,Winter tires,1,1,1,Moderate,19.1,0,1,47.0,2.3
23,2.43,Winter tires,1,1,1,Normal,10.6,0,1,40.0,-6.2
20,4.04,Winter tires,1,1,1,Normal,20.2,0,1,41.0,3.4
20,2.14,Winter tires,1,1,1,Moderate,10.7,0,1,30.0,-6.1
20,3.78,Winter tires,1,1,1,Moderate,18.9,0,1,40.0,2.1
2,0.35,Winter tires,1,0,0,Normal,17.8,1,0,27.0,1.0
22,2.24,Winter tires,1,1,1,Normal,10.2,0,1,43.0,-6.6
20,3.86,Winter tires,1,0,0,Normal,19.3,0,1,42.0,2.5
1,0.14,Winter tires,1,0,0,Normal,14.3,0,0,14.0,-2.5
21,2.22,Winter tires,1,1,1,Normal,10.6,0,1,36.0,-6.2
20,3.82,Summer tires,1,1,1,Normal,19.1,0,1,46.0,2.3
20,2.2,Summer tires,1,1,1,Normal,11.0,0,1,32.0,-5.8
5,0.81,Summer tires,1,0,0,Normal,16.3,0,0,23.0,-0.5
4,0.27,Summer tires,1,0,0,Normal,6.8,0,0,23.0,-10.0
6,1.21,Summer tires,1,0,0,Normal,20.3,0,1,27.0,3.5
2,0.38,Summer tires,1,0,0,Normal,19.2,0,0,23.0,2.4
2,0.29,Summer tires,1,0,0,Normal,14.8,0,0,21.0,-2.0
23,4.3,Summer tires,1,0,1,Moderate,18.7,0,0,20.0,1.9
20,3.84,Summer tires,1,1,1,Normal,19.2,0,1,46.0,2.4
20,2.08,Summer tires,1,1,1,Normal,10.4,0,1,50.0,-6.4
20,4.18,Summer tires,1,1,1,Normal,20.9,0,1,48.0,4.1
2,0.32,Summer tires,1,0,0,Normal,16.2,0,1,16.0,-0.6
34,3.74,Summer tires,1,0,1,Normal,11.0,0,1,36.0,-5.8
20,3.92,Summer tires,1,1,1,Normal,19.6,0,1,47.0,2.8
22,2.24,Summer tires,1,0,1,Normal,10.2,0,1,45.0,-6.6
20,3.92,Summer tires,1,1,1,Normal,19.6,0,1,51.0,2.8
20,1.96,Summer tires,1,1,1,Normal,9.8,0,1,51.0,-7.0
39,3.9,Summer tires,1,1,1,Normal,19.5,0,1,46.0,2.7
57,7.69,Summer tires,0,1,0,Normal,13.5,0,1,55.0,-3.3
3,0.39,Summer tires,1,0,0,Normal,13.0,0,1,30.0,-3.8
23,1.72,Summer tires,1,0,1,Normal,7.5,0,1,39.0,-9.3
11,1.02,Summer tires,0,1,1,Normal,9.3,0,1,42.0,-7.5
20,3.68,Summer tires,1,1,1,Normal,18.4,0,1,45.02879581151832,1.6
7,0.95,Summer tires,1,0,1,Normal,13.7,0,1,23.0,-3.1
20,1.82,Summer tires,1,1,1,Normal,9.1,0,1,49.0,-7.7
20,3.98,Summer tires,1,1,1,Normal,19.9,0,1,49.0,3.1
20,1.82,Summer tires,1,1,1,Normal,9.1,0,1,49.0,-7.7
20,3.56,Summer tires,1,1,1,Normal,17.6,0,0,48.0,0.8
4,0.72,Summer tires,1,0,0,Normal,18.1,0,0,26.0,1.3
22,1.87,Summer tires,1,1,1,Normal,8.5,0,0,44.0,-8.3
20,3.78,Summer tires,1,1,1,Normal,18.78,0,0,52.0,1.98
20,1.52,Summer tires,1,1,1,Normal,7.6,0,0,48.0,-9.2
34,4.01,Summer tires,1,0,1,Moderate,11.8,0,0,32.0,-5.0
34,4.01,Summer tires,1,0,1,Moderate,11.8,0,0,32.0,-5.0
8,1.02,Summer tires,1,0,0,Moderate,12.8,0,1,30.0,-4.0
4,0.59,Summer tires,1,0,0,Moderate,12.9,0,1,19.0,-3.9
4,0.69,Summer tires,1,0,0,Moderate,17.2,0,1,21.0,0.4
22,1.67,Summer tires,1,0,1,Moderate,7.6,0,0,28.0,-9.2
20,3.46,Summer tires,1,1,1,Moderate,17.3,0,0,37.0,0.5
20,1.64,Summer tires,1,1,1,Moderate,8.2,0,0,33.0,-8.6
20,3.5,Summer tires,1,1,1,Moderate,17.5,0,0,38.0,0.7
2,0.3,Summer tires,1,0,0,Moderate,15.0,0,1,27.0,-1.8
2,0.21,Summer tires,1,0,0,Moderate,10.9,0,0,20.0,-5.9
20,1.72,Summer tires,1,1,1,Moderate,8.6,0,0,37.0,-8.2
20,3.82,Summer tires,1,1,1,Moderate,19.1,0,1,40.0,2.3
20,1.84,Summer tires,1,1,1,Moderate,9.2,0,0,37.0,-7.6
20,3.7,Summer tires,1,1,1,Moderate,18.5,0,1,39.0,1.7
40,4.64,Summer tires,1,1,0,Normal,11.6,0,0,45.0,-5.2
38,3.99,Summer tires,1,1,0,Normal,10.5,0,0,54.0,-6.3
39,7.06,Summer tires,1,1,0,Normal,18.1,0,0,64.0,1.3
29,2.72,Summer tires,1,0,1,Normal,9.4,0,0,26.0,-7.4
20,3.58,Summer tires,1,1,1,Normal,17.9,0,0,53.0,1.1
26,2.54,Summer tires,1,0,1,Normal,9.8,0,1,28.0,-7.0
20,3.94,Summer tires,1,1,1,Normal,19.7,0,1,46.0,2.9
20,1.76,Summer tires,1,1,1,Normal,8.8,0,0,42.0,-8.0
20,3.74,Summer tires,1,1,1,Normal,18.7,0,1,45.0,1.9
2,0.28,Summer tires,1,0,0,Normal,14.1,0,1,12.0,-2.7
20,3.7,Summer tires,1,1,1,Normal,18.5,0,1,47.0,1.7
20,1.7,Summer tires,1,1,1,Normal,8.5,0,0,49.0,-8.3
7,0.83,Summer tires,1,0,0,Normal,11.9,0,0,30.0,-4.9
34,3.26,Summer tires,1,0,1,Normal,9.6,0,0,34.0,-7.2
19,3.53,Summer tires,1,1,1,Normal,18.6,0,0,42.0,1.8
110,14.52,Summer tires,1,1,1,Moderate,13.2,0,0,48.0,-3.6
36,4.14,Summer tires,0,1,1,Moderate,11.5,0,0,51.0,-5.3
37,4.88,Summer tires,0,1,1,Moderate,13.2,0,0,58.0,-3.6
23,3.06,Summer tires,1,0,0,Moderate,13.3,0,0,41.0,-3.5
14,1.95,Summer tires,0,1,0,Moderate,13.9,0,0,24.0,-2.9
76,8.66,Summer tires,0,1,1,Moderate,11.4,0,0,44.0,-5.4
48,5.08,Summer tires,0,1,1,Moderate,10.6,0,0,37.0,-6.2
21,2.05,Summer tires,1,1,1,Normal,9.8,0,0,48.0,-7.0
22,3.63,Summer tires,1,1,1,Moderate,16.5,0,0,45.0,-0.3
24,1.78,Summer tires,1,0,1,Normal,7.4,0,0,41.0,-9.4
70,7.49,Summer tires,1,1,1,Normal,10.7,0,0,33.0,-6.1
20,3.94,Summer tires,1,1,1,Normal,19.7,0,1,41.0,2.9
20,1.8,Summer tires,1,1,1,Normal,9.0,0,1,38.0,-7.8
20,4.06,Summer tires,1,1,1,Normal,20.3,0,1,49.0,3.5
8,1.36,Summer tires,1,0,0,Normal,17.1,0,1,24.0,0.3
22,1.95,Summer tires,1,1,1,Normal,8.9,0,1,39.0,-7.9
20,3.7,Summer tires,1,1,1,Normal,18.5,0,1,41.0,1.7
22,2.06,Summer tires,1,0,1,Normal,9.4,0,0,41.0,-7.4
20,4.15,Summer tires,1,1,1,Normal,18.9,0,1,41.0,2.1
